Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CONFROOM_MID_1 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),CONFROOM_MID_2 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),ENCLOSEDOFFICE_MID_1 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),ENCLOSEDOFFICE_MID_2 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),ENCLOSEDOFFICE_MID_3 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_1 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_2 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_3 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_4 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),21 ZONE PVAV MAIN GAS HTG COIL:Heating Coil Gas Energy [J](TimeStep),NODE 179:System Node Temperature [C](TimeStep),NODE 149:System Node Temperature [C](TimeStep),NODE 148:System Node Temperature [C](TimeStep),NODE 157:System Node Temperature [C](TimeStep),NODE 154:System Node Temperature [C](TimeStep),NODE 153:System Node Temperature [C](TimeStep),21 ZONE PVAV:Air System Cooling Coil Total Cooling Energy [J](TimeStep),21 ZONE PVAV:Air System Heating Coil Total Heating Energy [J](TimeStep),21 ZONE PVAV:Air System Heat Exchanger Total Heating Energy [J](TimeStep),21 ZONE PVAV:Air System Heat Exchanger Total Cooling Energy [J](TimeStep) 
 01/01  11:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777785399572421,12.777785399572421,20.843853844823444,20.843853844823444,12.353197903358624,12.353197903358624,81207498.15864481,0.0,0.0,0.0 
 01/01  12:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.991799075163347,20.991799075163347,20.991799075163347,20.991799075163347,20.991799075163347,20.991799075163347,0.0,0.0,0.0,0.0 
 01/01  13:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777802148974745,12.777802148974745,20.916769772135817,20.916769772135817,12.34972739730486,12.34972739730486,82613792.27348216,0.0,0.0,0.0 
 01/01  14:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.098243230318297,21.098243230318297,21.098243230318297,21.098243230318297,21.098243230318297,21.098243230318297,0.0,0.0,0.0,0.0 
 01/01  15:00:00,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.779669373017948,12.77753980169729,21.128058270679337,21.128058270679337,12.346171036253042,12.346171036253042,84690741.98559833,0.0,0.0,0.0 
 01/01  16:00:00,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.194437396004,21.194437396004,21.194437396004,21.194437396004,21.194437396004,21.194437396004,0.0,0.0,0.0,0.0 
 01/01  17:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77784175068676,12.77784175068676,20.893906117527324,20.893906117527324,12.350921856135046,12.350921856135046,81671421.69823505,0.0,0.0,0.0 
 01/01  18:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08721028388657,21.08721028388657,21.08721028388657,21.08721028388657,21.08721028388657,21.08721028388657,0.0,0.0,0.0,0.0 
 01/01  19:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.149860240749267,21.149860240749267,21.149860240749267,21.149860240749267,21.149860240749267,21.149860240749267,0.0,0.0,0.0,0.0 
 01/01  20:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.167707323785807,21.167707323785807,21.167707323785807,21.167707323785807,21.167707323785807,21.167707323785807,0.0,0.0,0.0,0.0 
 01/01  21:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12746887755708,21.12746887755708,21.12746887755708,21.12746887755708,21.12746887755708,21.12746887755708,0.0,0.0,0.0,0.0 
 01/01  22:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.10412923254171,21.10412923254171,21.10412923254171,21.10412923254171,21.10412923254171,21.10412923254171,0.0,0.0,0.0,0.0 
 01/01  23:00:00,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09157495108313,21.09157495108313,21.09157495108313,21.09157495108313,21.09157495108313,21.09157495108313,0.0,0.0,0.0,0.0 
 01/01  24:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.062092784393216,21.062092784393216,21.062092784393216,21.062092784393216,21.062092784393216,21.062092784393216,0.0,0.0,0.0,0.0 
 01/02  01:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.023011991206866,21.023011991206866,21.023011991206866,21.023011991206866,21.023011991206866,21.023011991206866,0.0,0.0,0.0,0.0 
 01/02  02:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04089491847584,21.04089491847584,21.04089491847584,21.04089491847584,21.04089491847584,21.04089491847584,0.0,0.0,0.0,0.0 
 01/02  03:00:00,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.083474413611424,21.083474413611424,21.083474413611424,21.083474413611424,21.083474413611424,21.083474413611424,0.0,0.0,0.0,0.0 
 01/02  04:00:00,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.081697193248343,21.081697193248343,21.081697193248343,21.081697193248343,21.081697193248343,21.081697193248343,0.0,0.0,0.0,0.0 
 01/02  05:00:00,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.058331357778298,21.058331357778298,21.058331357778298,21.058331357778298,21.058331357778298,21.058331357778298,0.0,0.0,0.0,0.0 
 01/02  06:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.979340216393735,20.979340216393735,20.979340216393735,20.979340216393735,20.979340216393735,20.979340216393735,0.0,0.0,0.0,0.0 
 01/02  07:00:00,7.8,10476178.576464996,10743502.292009749,18839778.574450654,16703512.123476439,3869517.0789646615,15525458.912608508,326911.34255885906,13952435.15978942,11651097.415149425,0.0,12.777779679755233,12.777780111546204,21.312661852010505,21.312661852010505,12.35276820602708,12.35276820602708,85048086.48157262,102231034.69159772,0.0,0.0 
 01/02  08:00:00,7.2,10241505.095107945,10372919.587958964,23660728.45530056,19446213.006243625,4553396.807024361,16055494.288477174,662716.9777634814,15266622.250798727,11506488.988618218,0.0,22.27514991278043,12.77778146538683,21.382566374915624,17.294286074935955,12.353121086423558,12.353121086423558,51746912.202934648,120019445.40522687,0.0,0.0 
 01/02  09:00:00,10.6,4497877.042809677,3732430.206093038,14896856.813961614,6260186.770148175,2018101.5298289285,6236121.764710908,0.0,4698936.283185751,0.0,0.0,18.392439608615275,12.777926706372695,21.505398035624397,17.41899026110269,12.351785695678764,12.351785695678764,52851588.886194188,45984330.847033869,0.0,0.0 
 01/02  10:00:00,11.7,3055458.9660398548,1630660.789753261,12670121.518641834,2848480.582009403,1426470.7843848444,5136360.864354793,0.0,2627763.4306615928,0.0,0.0,16.683743038325397,12.777613239603017,21.573066137364458,17.922032745678913,12.348475095432926,12.348475095432926,58565228.693959858,31354104.621742749,0.0,0.0 
 01/02  11:00:00,13.9,1689165.874433694,593062.5319634694,10702927.427983065,3243141.719030169,925195.0745221879,4375089.011081545,0.0,841402.9196397305,0.0,0.0,15.591464673476363,12.777388150983559,21.67749359006158,18.898521996119365,12.339975326508258,12.339975326508258,68602794.75975445,23709548.640150638,0.0,0.0 
 01/02  12:00:00,13.9,149492.9176871181,0.0,9606193.850427678,4085423.5759518726,639896.8627289217,3719585.350262166,0.0,0.0,0.0,0.0,14.712821495374535,12.777836382251146,21.790596743357335,19.12588867713164,12.32403503645934,12.32403503645934,75092396.23529107,19080003.518133016,0.0,0.0 
 01/02  13:00:00,13.9,37583.932744691265,0.0,9975973.057562635,5981608.476804253,866617.4186336227,5423764.03926514,0.0,1273401.8295396332,0.0,0.0,13.94167047421255,12.777757462775059,21.922882844589787,19.66306742060159,12.314356230259417,12.314356230259417,83226277.62365876,24206614.841204119,0.0,0.0 
 01/02  14:00:00,13.9,0.0,0.0,6456791.402785627,4441584.009934079,235430.66281860908,2643384.420578829,0.0,0.0,0.0,0.0,13.219994304139913,12.777774553902943,21.992103621942755,19.275487469323598,12.322081145785326,12.322081145785326,78853436.34512785,14089371.634949366,0.0,0.0 
 01/02  15:00:00,12.2,0.0,43114.07381914287,4140762.023870933,4709401.9677859679,205845.60978101567,2130645.52859521,0.0,0.0,0.0,0.0,12.777491550669972,12.777451461748294,22.02811079802212,18.723503455753666,12.322126600753802,12.322126600753802,77059596.03073372,11313199.450784907,0.0,0.0 
 01/02  16:00:00,12.8,0.0,735371.5161500506,2534704.0410270008,4793157.059765061,146186.1677900503,1679094.464705201,0.0,0.0,0.0,0.0,12.771003821335557,12.770974925830443,22.08476462303333,18.896853428514566,12.322455131716973,12.322455131716973,75840783.60603658,9900593.275305555,0.0,0.0 
 01/02  17:00:00,11.1,2667334.741585619,3191243.344246185,7662161.802902997,5946266.338388284,378597.8396962593,1270959.8249763938,0.0,0.0,0.0,0.0,12.77778795075444,12.777781206120535,22.134994347775139,18.022967902602909,12.350949727777103,12.350949727777103,64942231.17423446,21116563.891795696,0.0,0.0 
 01/02  18:00:00,10.6,4379574.999745777,4725495.095108497,8894180.30695171,7348352.720284549,758974.1564588766,2975128.1041983838,0.0,928803.3351861568,0.0,0.0,12.777784581258518,12.777784581258518,22.18730336326692,18.15748277754586,12.35386911885022,12.35386911885022,65482931.86646006,30273381.0541934,0.0,0.0 
 01/02  19:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777791976688548,12.777791976688548,21.877816029622559,18.704484484182218,12.353667317268748,12.353667317268748,68562621.98001449,583532.2969291245,0.0,0.0 
 01/02  20:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.873447149832363,12.777778334167842,21.77528575152926,18.635982602594145,12.353512635127832,12.353512635127832,66601040.44042872,694177.8424303578,0.0,0.0 
 01/02  21:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.416854778886562,12.777802000728972,21.650200661506927,18.429961473921716,12.35363123466807,12.35363123466807,65625591.959261078,901466.8157810312,0.0,0.0 
 01/02  22:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.750399187693687,12.777734379052657,21.46416495527979,17.988471335260699,12.353568080846193,12.353568080846193,61550804.71048772,1010611.8954271434,0.0,0.0 
 01/02  23:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.752907426238378,21.752907426238378,21.752907426238378,21.752907426238378,21.752907426238378,21.752907426238378,0.0,0.0,0.0,0.0 
 01/02  24:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.800829138049424,21.800829138049424,21.800829138049424,21.800829138049424,21.800829138049424,21.800829138049424,0.0,0.0,0.0,0.0 
 01/03  01:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.769038790302156,21.769038790302156,21.769038790302156,21.769038790302156,21.769038790302156,21.769038790302156,0.0,0.0,0.0,0.0 
 01/03  02:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69432603519783,21.69432603519783,21.69432603519783,21.69432603519783,21.69432603519783,21.69432603519783,0.0,0.0,0.0,0.0 
 01/03  03:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.687539142561247,21.687539142561247,21.687539142561247,21.687539142561247,21.687539142561247,21.687539142561247,0.0,0.0,0.0,0.0 
 01/03  04:00:00,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77095695495919,21.77095695495919,21.77095695495919,21.77095695495919,21.77095695495919,21.77095695495919,0.0,0.0,0.0,0.0 
 01/03  05:00:00,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.598502968064396,21.598502968064396,21.598502968064396,21.598502968064396,21.598502968064396,21.598502968064396,0.0,0.0,0.0,0.0 
 01/03  06:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52911513026964,21.52911513026964,21.52911513026964,21.52911513026964,21.52911513026964,21.52911513026964,0.0,0.0,0.0,0.0 
 01/03  07:00:00,11.1,9786949.29830647,10023116.529985907,15682790.331331099,13914362.313965448,2592141.7109196984,10381106.44613368,0.0,9312040.79008926,9399980.73195962,0.0,12.777782780866325,12.777782780866325,21.81277014593399,21.81277014593399,12.353436243384227,12.353436243384227,90721452.77810496,81092488.15269165,0.0,0.0 
 01/03  08:00:00,11.1,9405901.031090698,9490451.288868927,18212076.450053425,14744533.269035349,2830324.9600267226,10015135.585621739,0.0,9220702.505888153,8608785.862831619,0.0,13.622357289038565,12.777790859508972,21.93424411190175,18.81363266611991,12.353196396046448,12.353196396046448,65180721.096380848,83168292.56184392,0.0,0.0 
 01/03  09:00:00,11.7,4074963.663274133,3496955.885585312,10711295.008004025,3954628.165252069,700125.4416766841,1282256.3451624166,0.0,0.0,0.0,0.0,12.777864473919614,12.777863166486016,22.08637567150192,18.17760654631841,12.352751645342038,12.352751645342038,59133426.0618753,24220224.508954895,0.0,0.0 
 01/03  10:00:00,13.3,2710282.5077174815,1594258.4978460908,8883602.953925264,1386780.024814594,248186.1715135558,675595.7314872727,0.0,0.0,0.0,0.0,12.777339078427215,12.777330057553155,22.153060572004774,18.904618077490566,12.346521763784433,12.346521763784433,66516839.631856027,15498705.887304489,0.0,0.0 
 01/03  11:00:00,12.2,1357040.6975484847,340278.85567665778,8161324.758475736,1591643.5302769175,96816.98848403584,278528.43710236888,0.0,0.0,0.0,0.0,12.777728276760837,12.777704779602456,22.23339288250736,18.710313975085119,12.335509990872663,12.335509990872663,69516067.21927077,11825633.267564252,0.0,0.0 
 01/03  12:00:00,15.0,763284.0759623922,329677.8419284186,6700748.411083169,2406272.1054691516,0.0,0.0,0.0,0.0,0.0,0.0,12.777942375789122,12.777897749433997,22.30001318888639,19.784469075672225,12.330487064068155,12.330487064068155,78625392.43968602,10199982.434443236,0.0,0.0 
 01/03  13:00:00,15.6,950414.1980792985,860887.5257509538,7520262.827566653,4494365.213958602,93452.41329961551,1897990.5315711825,0.0,0.0,0.0,0.0,12.777813836746788,12.777774352643809,22.406426913452728,20.42790508144931,12.32519117064125,12.32519117064125,85693914.21045606,15817372.710226415,0.0,0.0 
 01/03  14:00:00,16.1,0.0,0.0,3871817.8740305115,2677601.3304758996,0.0,0.0,0.0,0.0,0.0,0.0,12.77844403713518,12.778333862174382,22.535530149947918,20.462743024657727,12.30849066043537,12.30849066043537,88335658.72831939,6549419.204506465,0.0,0.0 
 01/03  15:00:00,16.1,0.0,298139.00606072679,2693996.531305907,2804923.7814570909,0.0,0.0,0.0,0.0,0.0,0.0,12.767577792673983,12.767492842468727,22.605795314899959,20.44888627690402,12.307945427907756,12.307945427907756,86188779.16853498,5797059.318823883,0.0,0.0 
 01/03  16:00:00,13.9,24524.274080258692,1095780.7900139674,2095721.6844445584,3337293.508294408,0.0,0.0,0.0,0.0,0.0,0.0,12.77791992957393,12.777857919499795,22.63609081072184,19.637810754583417,12.32920033831071,12.32920033831071,79083693.27465315,6553320.2568332529,0.0,0.0 
 01/03  17:00:00,13.9,2305537.4436674618,2762606.493052006,5604559.79816189,3985332.8047293715,0.0,0.0,0.0,0.0,0.0,0.0,12.777849534876135,12.777817465750417,22.65752121789069,19.495801757659096,12.343291616381116,12.343291616381116,73222679.92027512,14658036.539610696,0.0,0.0 
 01/03  18:00:00,12.8,4191056.8824101856,4466293.741675112,7415045.328695279,5742600.259844708,145048.6795554079,349812.45536137805,0.0,0.0,0.0,0.0,12.777787088285458,12.777787088285458,22.649701243375135,19.22968828883259,12.353216395403827,12.353216395403827,68868298.82695154,22309857.34754244,0.0,0.0 
 01/03  19:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777786873570243,12.777786873570243,22.31398873861456,19.162762852994449,12.353150632854304,12.353150632854304,67722410.55948848,0.0,0.0,0.0 
 01/03  20:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777770536447186,12.777770536447186,22.23881226337453,18.607596439528856,12.353287075618369,12.353287075618369,64646473.09085734,0.0,0.0,0.0 
 01/03  21:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777788045204485,12.777788045204485,22.12622942665321,18.778340059072894,12.353160796573363,12.353160796573363,64852892.36399037,0.0,0.0,0.0 
 01/03  22:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777489415720634,12.777489415720634,21.921055749331499,18.315886702128254,12.353136029522389,12.353136029522389,63230950.247670348,0.0,0.0,0.0 
 01/03  23:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.206563806266478,22.206563806266478,22.206563806266478,22.206563806266478,22.206563806266478,22.206563806266478,0.0,0.0,0.0,0.0 
 01/03  24:00:00,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.170249736186994,22.170249736186994,22.170249736186994,22.170249736186994,22.170249736186994,22.170249736186994,0.0,0.0,0.0,0.0 
 01/04  01:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.205595982624133,22.205595982624133,22.205595982624133,22.205595982624133,22.205595982624133,22.205595982624133,0.0,0.0,0.0,0.0 
 01/04  02:00:00,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.330245218425504,22.330245218425504,22.330245218425504,22.330245218425504,22.330245218425504,22.330245218425504,0.0,0.0,0.0,0.0 
 01/04  03:00:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.286794569787099,22.286794569787099,22.286794569787099,22.286794569787099,22.286794569787099,22.286794569787099,0.0,0.0,0.0,0.0 
 01/04  04:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17184039624829,22.17184039624829,22.17184039624829,22.17184039624829,22.17184039624829,22.17184039624829,0.0,0.0,0.0,0.0 
 01/04  05:00:00,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.245613703483735,22.245613703483735,22.245613703483735,22.245613703483735,22.245613703483735,22.245613703483735,0.0,0.0,0.0,0.0 
 01/04  06:00:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.197887722089399,22.197887722089399,22.197887722089399,22.197887722089399,22.197887722089399,22.197887722089399,0.0,0.0,0.0,0.0 
 01/04  07:00:00,5.0,9645857.845128509,9902143.675977484,16564002.19270093,14403313.897517082,2447685.384634597,7902593.266277581,0.0,7897005.903622777,8665908.534153354,0.0,12.778613146991427,12.778613146991427,22.463505803810884,22.463505803810884,12.354196499023445,12.354196499023445,94731203.17938783,77428510.7000125,0.0,0.0 
 01/04  08:00:00,6.7,9452612.961829707,9676848.181755919,17250696.777016745,14745478.931816439,2358398.1217664519,7418507.591719943,0.0,7342146.824687067,8466649.571630892,0.0,12.777783215734879,12.777783215734879,22.421574229043818,17.888560602975944,12.35326370942062,12.35326370942062,57985687.41630276,76711338.96222422,0.0,0.0 
 01/04  09:00:00,8.3,4446633.572693139,4096930.1929070416,10272579.304201177,5144672.427645318,420497.70268022417,0.0,0.0,0.0,0.0,0.0,12.777847656811217,12.777844664678423,22.439573111081314,17.16947365727138,12.350641973853622,12.350641973853622,53342272.56084332,24381313.200127245,0.0,0.0 
 01/04  10:00:00,8.9,4186006.1690742976,3995199.6840920385,8963617.291257373,5051001.314045395,130957.68014651208,0.0,0.0,0.0,0.0,0.0,12.779237425793165,12.779232877884306,22.466208379560759,17.465074879937754,12.349709382341303,12.349709382341303,57122085.17523823,22326782.138615129,0.0,0.0 
 01/04  11:00:00,8.9,3616429.541646824,3468095.732384014,7850069.231688463,4289168.401522945,0.0,0.0,0.0,0.0,0.0,0.0,12.776810132844123,12.776790031793406,22.483920873011944,17.45550038167578,12.348259916687676,12.348259916687676,57012333.800450529,19223762.90724192,0.0,0.0 
 01/04  12:00:00,10.0,1638850.4394349876,1519683.2707158428,6689972.514017122,3476845.63489401,0.0,0.0,0.0,0.0,0.0,0.0,12.777679044306464,12.77762751768984,22.621181978763585,18.227021303755593,12.333358211666276,12.333358211666276,68540139.11549221,13325351.859062165,0.0,0.0 
 01/04  13:00:00,10.6,2410633.207628411,2505959.304452261,7520232.522312595,5224429.206047483,27067.29575041433,170114.76835041154,0.0,0.0,0.0,0.0,12.77782625854547,12.777792247596358,22.680588807923394,18.99017893794105,12.339659926831752,12.339659926831752,75052544.93168292,17858436.304541504,0.0,0.0 
 01/04  14:00:00,10.6,0.0,18648.256135106043,4003745.057945106,3306268.2545879038,0.0,0.0,0.0,0.0,0.0,0.0,12.777859992778112,12.777749642132545,22.80015286743373,18.828044416112094,12.311726197732224,12.311726197732224,79536133.83639534,7328661.568668145,0.0,0.0 
 01/04  15:00:00,10.0,1105493.7816675979,1668238.5542983495,4217767.826994374,3726778.2204599997,0.0,0.0,0.0,0.0,0.0,0.0,12.777892916903655,12.777830877670466,22.817566545538,18.410145572264974,12.329851223568174,12.329851223568174,72909647.5591293,10718278.383420375,0.0,0.0 
 01/04  16:00:00,10.6,1614659.638220026,2372539.7559425306,3890698.5127039186,3952533.6294371078,0.0,0.0,0.0,0.0,0.0,0.0,12.772359903150028,12.772307344299036,22.812853417487337,18.5350354714726,12.329749591838848,12.329749591838848,74545462.82719808,11830431.536303882,0.0,0.0 
 01/04  17:00:00,10.0,3137829.4099995198,3517750.956092365,6214746.358937429,4544266.067910264,0.0,0.0,0.0,0.0,0.0,0.0,12.7778301412292,12.777792138132142,22.865114619179779,18.200777579528073,12.344537651300655,12.344537651300655,69522729.8887243,17414592.792939418,0.0,0.0 
 01/04  18:00:00,10.0,4695051.6062097749,4935460.994592666,7700325.509025887,6091616.865634891,89806.38283852987,0.0,0.0,0.0,0.0,0.0,12.777788542183373,12.77778519359148,22.879407797232635,18.456131225527274,12.351204348326622,12.351204348326622,69690280.50734547,23512261.3583019,0.0,0.0 
 01/04  19:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777789085822878,12.777789085822878,22.498405762828136,18.410894454584896,12.353857975060969,12.353857975060969,68146103.82522798,0.0,0.0,0.0 
 01/04  20:00:00,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777781253017633,12.777781253017633,22.4151174337893,18.35447851933626,12.353792789661896,12.353792789661896,67036879.6683694,0.0,0.0,0.0 
